2020-01-01(Æò±Õ±â¿Â),2020-02-01(Æò±Õ±â¿Â),2020-03-01(Æò±Õ±â¿Â),2020-04-01(Æò±Õ±â¿Â),2020-05-01(Æò±Õ±â¿Â),2020-06-01(Æò±Õ±â¿Â),2020-10-01(Æò±Õ±â¿Â),2020-11-01(Æò±Õ±â¿Â),2020-12-01(Æò±Õ±â¿Â),¶óº§¸µ
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
6.2,6.8,10.5,13.6,20.1,25.9,16.9,12.8,4.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
7.6,8.6,12.0,14.2,19.6,23.8,18.8,13.8,5.8,1
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
6.0,6.4,9.7,12.7,18.1,22.6,15.6,11.9,4.5,2
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
5.2,5.9,9.7,13.1,18.9,24.0,16.1,11.8,3.6,1
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
1.7,2.6,7.6,10.8,18.4,24.4,12.8,7.6,-0.8,0
